Name,URL,Stars,Description
"dynamodb-backup-scheduler","https://github.com/awslabs/dynamodb-backup-scheduler",30,"A cloudFormation template - Since DynamoDb backup is ondemand feature - this CF template will help customer to trigger the Lambda code (Python code) in daily basis"
"fargatecli","https://github.com/awslabs/fargatecli",894,"CLI for AWS Fargate"
"aws-codedeploy-new-instance-sync-lambda","https://github.com/awslabs/aws-codedeploy-new-instance-sync-lambda",15,"Python script to automatically sync new instances via AWS CodeDeploy APIs"
"aws-c-common","https://github.com/awslabs/aws-c-common",293,"Core c99 package for AWS SDK for C. Includes cross-platform primitives, configuration, data structures, and error handling."
"aws_owpe_policysign","https://github.com/awslabs/aws_owpe_policysign",2,"OpsWorks Puppet Enterprise (OWPE) is an AWS service offering that provisions PE masters on demand. OWPE Policy Sign module turns on auto signing feature and provides default policy script."
"aws-lambda-go-api-proxy","https://github.com/awslabs/aws-lambda-go-api-proxy",1155,"lambda-go-api-proxy makes it easy to port APIs written with Go frameworks such as Gin (https://gin-gonic.github.io/gin/ ) to AWS Lambda and Amazon API Gateway."
"amazon-sagemaker-workshop","https://github.com/awslabs/amazon-sagemaker-workshop",389,"Amazon SageMaker workshops:  Introduction, TensorFlow in SageMaker, and more"
"aws-mobile-appsync-sdk-android","https://github.com/awslabs/aws-mobile-appsync-sdk-android",106,"Android SDK for AWS AppSync."
"amazon-guardduty-tester","https://github.com/awslabs/amazon-guardduty-tester",414,"This repository can be used to generate and evaluate findings detected by Amazon GuardDuty"
"mxboard","https://github.com/awslabs/mxboard",324,"Logging MXNet data for visualization in TensorBoard."
"amazon-neptune-tools","https://github.com/awslabs/amazon-neptune-tools",310,"Tools and utilities to enable loading data and building graph applications with Amazon Neptune."
"aws-powershell-extensions","https://github.com/awslabs/aws-powershell-extensions",24,"The extensions for AWS Tools for PowerShell provide workflow enhancements on top of the core AWSPowerShell module."
"aws-c-event-stream","https://github.com/awslabs/aws-c-event-stream",37,"C99 implementation of the vnd.amazon.eventstream content-type."
"aws-iot-framework-for-agl","https://github.com/awslabs/aws-iot-framework-for-agl",20,"AWS IoT Framework for AGL is the reference implementation to enable native integration of AWS Greengrass and AWS IoT into the AGL software stack. This allows developers, OEMS, suppliers and Auto Tech start-ups to easily connect their implementations to the AWS cloud. "
"aws-cfn-control","https://github.com/awslabs/aws-cfn-control",47,"AWS-CFN-Control is an interface that provides a way to quickly deploy and redeploy CloudFormation stacks from the command line. The cfnctl command provides the core functionality, with several other commands that will find AMI info, get stack status, build CloudFormation mappings, and other features."
"aws-serverless-twitter-event-source","https://github.com/awslabs/aws-serverless-twitter-event-source",103,"A serverless app that periodically polls the public Twitter Standard Search API and invokes a given lambda function to process new tweets"
"aws-c-io","https://github.com/awslabs/aws-c-io",126,"This is a module for the AWS SDK for C. It handles all IO and TLS work for application protocols. "
"aws-systems-manager-document-generator","https://github.com/awslabs/aws-systems-manager-document-generator",64,"A utility to convert your Python or Bash programs into SSM documents (and optionally - CloudFormation templates, containing those documents)."
"fever","https://github.com/awslabs/fever",119,"FEVER (Fact Extraction and VERification) Annotation Platform and Baselines"
"aws-servicebroker","https://github.com/awslabs/aws-servicebroker",468,"AWS Service Broker"
"aws-serverless-financial-functions","https://github.com/awslabs/aws-serverless-financial-functions",62,"Contains a collection of serverless apps that wrap common financial functions as AWS Lambda functions"
"aws-iam-aad","https://github.com/awslabs/aws-iam-aad",31,"This package includes a set of PowerShell scripts that run inside an AWS Fargate task and keep AWS IAM roles synchronized with Azure Active Directory roles. It is used to setup single-sign-on federation between Azure AD and AWS Management Console."
"aws-iot-certificate-vending-machine","https://github.com/awslabs/aws-iot-certificate-vending-machine",88,"The CVM allows a device to apply for its own certificate and installation."
"aws-devops-essential","https://github.com/awslabs/aws-devops-essential",717,"In few hours, quickly learn how to effectively leverage various AWS services to improve developer productivity and reduce the overall time to market for new product capabilities."
"one-line-scan","https://github.com/awslabs/one-line-scan",21,"With this tool, projects can be compiled easily for fuzzing with AFL or for static code analysis with tools like CBMC. One-line-scan hooks into the compilation process and wraps calls to the compiler with other compilers. Besides the compilation wrappers, one-line-scan ships with basic analysis jobs, that allow to analyze a project right after compilation with the following tools: AFL, cppcheck, CBMC, Fortify."
"aws-dynamodb-storage-monitor","https://github.com/awslabs/aws-dynamodb-storage-monitor",14,"A Python code (Lambda function) which will help to get storage info all DynamoDB tables in a region and publish that metrics in CloudWatch periodically. A cloudFormation template - Since DynamoDb do not have any storage metrics - this CF template will help customer to trigger the Lambda code (Python code) in every 6 hours to push storage utilization info to cloudWatch"
"aws-gov-cloud-import","https://github.com/awslabs/aws-gov-cloud-import",47,"GovCloud Import Tool allows you to import AMI, Snapshots, and S3 Buckets from AWS into AWS GovCloud (US)."
"libfabric-ci-scripts","https://github.com/awslabs/libfabric-ci-scripts",11,"A place for all the various scripts utilized in the libfabric ci project such as pipelines and packer files."
"aws-vpn-migration-scripts","https://github.com/awslabs/aws-vpn-migration-scripts",25,"AWS VPN Migration scripts that provide a simple way to migrate from a Classic VPN to an AWS VPN connection, using public APIs."
"server-fleet-management-at-scale","https://github.com/awslabs/server-fleet-management-at-scale",29,"his solution helps customers more easily manage their fleet of servers, automate software inventory management, OS patch compliance, and run security vulnerability assessments. This solution uses AWS Systems Manager documents to enable configuration as code to mange resources at scale."
"aws-opsworkscm-server-mgmt","https://github.com/awslabs/aws-opsworkscm-server-mgmt",4,"aws-opsworkscm-server-mgmt sets up a pipeline that manages OpsWorks Configuration Manager server instances (such as OpsWorks Chef Automate and/or OpsWorks Puppet Enterprise) based on a configuration file (opsworkscmconfig.json). The pipeline can identify a ""rogue"" instances (defined by those instances that does not have an entry in the opsworkscmconfig.json) and optionally remove the instances. The pipeline currently supports single account and multi region for now but the effort is under way to support multi account and multi region instances."
"aws-sagemaker-emr-tutorial","https://github.com/awslabs/aws-sagemaker-emr-tutorial",27,"Supporting code, Dockerfile, and Jupyter notebook for an end to end tutorial on Amazon SageMaker and EMR."
"aws-well-architected-labs","https://github.com/awslabs/aws-well-architected-labs",2091,"Hands on labs and code to help you learn, measure, and build using architectural best practices."
"serverless-subtitles","https://github.com/awslabs/serverless-subtitles",131,"Serverless Subtitles can handle a video input, extract the sound, transcript it and generate different subtitle files for your video."
"speke-reference-server","https://github.com/awslabs/speke-reference-server",123,"Secure Packager and Encoder Key Exchange (SPEKE) is part of the AWS Elemental content encryption protection strategy for media services customers. SPEKE defines the standard for communication between our media services and digital rights management (DRM) system key servers. This project provides the basic framework that partners can specialize and extend to support their specific method of Digital Rights Management while utilizing AWS' video streaming solutions."
"athena-glue-service-logs","https://github.com/awslabs/athena-glue-service-logs",140,"Glue scripts for converting AWS Service Logs for use in Athena"
"aws-c-compression","https://github.com/awslabs/aws-c-compression",38,"C99 implementation of huffman encoding/decoding"
"media-analysis-solution","https://github.com/awslabs/media-analysis-solution",75,"This Solutions Implementation has been superseded by AWS Content Analysis at https://aws.amazon.com/solutions/implementations/aws-content-analysis/."
"amazon-eks-ami","https://github.com/awslabs/amazon-eks-ami",2616,"Packer configuration for building a custom EKS AMI"
"aws-serverless-metrics-publisher","https://github.com/awslabs/aws-serverless-metrics-publisher",9,"A metric publisher to batch metrics and send requests to CloudWatch for storage. "
"visual-search","https://github.com/awslabs/visual-search",67,"Visual search implementation resources, including an explanatory Jupyter notebook and Amazon SageMaker and AWS DeepLens code."
"benchmark-ai","https://github.com/awslabs/benchmark-ai",19,"Anubis (formerly known as Benchmark AI), measures the goodness of machine learning workloads"
"amazon-ecr-containerd-resolver","https://github.com/awslabs/amazon-ecr-containerd-resolver",107,"The Amazon ECR containerd resolver is an implementation of a containerd Resolver and Fetcher that can pull images from and push images to Amazon ECR using the Amazon ECR API instead of the Docker Registry API. "
"s3-managed-download-js","https://github.com/awslabs/s3-managed-download-js",21,"The JavaScript SDK Managed Download package can be used for custom S3 downloads. The client can configure options for the Managed Download such as chunk size and number of parts to download concurrently. "
"aws-c-mqtt","https://github.com/awslabs/aws-c-mqtt",102,"C99 implementation of the MQTT 3.1.1 specification."
"aws-c-http","https://github.com/awslabs/aws-c-http",166,"C99 implementation of the HTTP/1.1 and HTTP/2 specifications"
"deequ","https://github.com/awslabs/deequ",3547,"Deequ is a library built on top of Apache Spark for defining ""unit tests for data"", which measure data quality in large datasets."
"datawig","https://github.com/awslabs/datawig",491,"Imputation of missing values in tables."
"kinesis-agent-windows","https://github.com/awslabs/kinesis-agent-windows",42,"An extensible Windows agent that ingests logs and metrics to AWS services such as Kinesis Stream, Kinesis Firehose, CloudWatch Logs and CloudWatch."
"aws-iot-analytics-notebook-containers","https://github.com/awslabs/aws-iot-analytics-notebook-containers",28,"An extension for Jupyter notebooks that allows running notebooks inside a Docker container and converting them to runnable Docker images."
"pkcs11-runners-for-project-wycheproof","https://github.com/awslabs/pkcs11-runners-for-project-wycheproof",4,"This project enables running the Project Wycheproof test vectors on PKCS #11 devices. It should compile and run on any modern Linux system with a PKCS #11 compliant device."
"aws-lambda-security-controls","https://github.com/awslabs/aws-lambda-security-controls",53,"This is a collection of AWS CloudFormation templates which create Lambda functions triggered by CloudWatch Events rule to evaluate AWS API calls to trigger Amazon Simple Notification Service (Amazon SNS) for notifications."
"ros2-migration-tools","https://github.com/awslabs/ros2-migration-tools",220,"Tools for migrating packages from ROS1 to ROS2."
"aws-crt-java","https://github.com/awslabs/aws-crt-java",71,"Java bindings for the AWS Common Runtime"
"aws-crt-python","https://github.com/awslabs/aws-crt-python",94,"Python bindings for the AWS Common Runtime"
"aws-sigv4-proxy","https://github.com/awslabs/aws-sigv4-proxy",417,"This project signs and proxies HTTP requests with Sigv4"
"aws-ros-client-library-microcontrollers","https://github.com/awslabs/aws-ros-client-library-microcontrollers",13,"A ROS Client Library targeted at microcontrollers that will connect to the ROS network using DDS-XRCE."
"aws-glue-catalog-sync-agent-for-hive","https://github.com/awslabs/aws-glue-catalog-sync-agent-for-hive",35,"Enables synchronizing metadata changes (Create/Drop table/partition) from Hive Metastore to AWS Glue Data Catalog"
"ecs-cluster-manager","https://github.com/awslabs/ecs-cluster-manager",51,"This project is meant to automate and simplify the lifecycle management of an ECS cluster."
"aws-lambda-cpp","https://github.com/awslabs/aws-lambda-cpp",458,"C++ implementation of the AWS Lambda runtime"
"amazon-quicksight-embedding-sdk","https://github.com/awslabs/amazon-quicksight-embedding-sdk",192,"A SDK to help users embed QuickSight dashboards on other pages."
"fast-pseudoprimes","https://github.com/awslabs/fast-pseudoprimes",5,"Rust program to find pseudoprimes that pass fixed Miller Rabin bases"
"live-streaming-with-automated-multi-language-subtitling","https://github.com/awslabs/live-streaming-with-automated-multi-language-subtitling",169,"Live Streaming with Automated Multi-Language Subtitling is a project to automatically generates multi-language subtitles for live streaming web video content. Adding subtitles to your live video content can help improve reach and access, exposing your content to a much larger audience."
"dynamic-training-with-apache-mxnet-on-aws","https://github.com/awslabs/dynamic-training-with-apache-mxnet-on-aws",56,"Dynamic training with Apache MXNet reduces cost and time for training deep neural networks by leveraging AWS cloud elasticity and scale. The system reduces training cost and time by dynamically updating the training cluster size during training, with minimal impact on model training accuracy."
"aws-amplify-unicorntrivia-workshop","https://github.com/awslabs/aws-amplify-unicorntrivia-workshop",163,"This is repository contains a self-paced workshop that uses AWS AppSync, AWS Amplify and AWS Elemental Media Services to implement a live streaming trivia system."
"aws-kms-compliance-checker","https://github.com/awslabs/aws-kms-compliance-checker",4,"A Java compiler plugin that proves, at compile-time, that Java code only requests 256-bit data keys from AWS KMS."
"amazon-sqs-java-temporary-queues-client","https://github.com/awslabs/amazon-sqs-java-temporary-queues-client",98,"An Amazon SQS client that supports creating lightweight, automatically-deleted temporary queues, for use in common messaging patterns such as Request/Response. See http://aws.amazon.com/sqs."
"aws-crt-nodejs","https://github.com/awslabs/aws-crt-nodejs",43,"NodeJS bindings for the AWS Common Runtime."
"aws-crt-cpp","https://github.com/awslabs/aws-crt-cpp",86,"C++ wrapper around the aws-c-* libraries. Provides Cross-Platform Transport Protocols and SSL/TLS implementations for C++."
"slru-to-buffer-cache","https://github.com/awslabs/slru-to-buffer-cache",1,"This repository serves to provide a specific feature back to PostgreSQL. It is not intended for use or to contribute to."
"aws-eks-cluster-controller","https://github.com/awslabs/aws-eks-cluster-controller",103,"Manages EKS clusters in different AWS accounts using Custom Resources"
"aws-securityhub-multiaccount-scripts","https://github.com/awslabs/aws-securityhub-multiaccount-scripts",280,"This script automates the process of running the Security Hub multi-account workflow across a group of accounts that are in your control"
"aws-lambda-python-aurora-version-check","https://github.com/awslabs/aws-lambda-python-aurora-version-check",9,"Python SAM Lambda module for periodically checking Aurora Database Engine Updates documentation site for new version releases and notify via SES if updates are found."
"oci-add-hooks","https://github.com/awslabs/oci-add-hooks",64,"Add oci hooks to Docker"
"k8s-eniconfig-controller","https://github.com/awslabs/k8s-eniconfig-controller",9,"The ENIConfig Controller will automatically annotate your Kubernetes nodes to allow them to use a secondary subnet for the pods."
"git-coco","https://github.com/awslabs/git-coco",11,"git-coco is a plugin for git that provides a simplified way to interact with AWS CodeCommit"
"aws-glue-data-catalog-client-for-apache-hive-metastore","https://github.com/awslabs/aws-glue-data-catalog-client-for-apache-hive-metastore",226,"The AWS Glue Data Catalog is a fully managed, Apache Hive Metastore compatible, metadata repository. Customers can use the Data Catalog as a central repository to store structural and operational metadata for their data.  AWS Glue provides out-of-box integration with Amazon EMR that enables customers to use the AWS Glue Data Catalog as an external Hive Metastore.  This is an open-source implementation of the Apache Hive Metastore client on Amazon EMR clusters that uses the AWS Glue Data Catalog as an external Hive Metastore. It serves as a reference implementation for building a Hive Metastore-compatible client that connects to the AWS Glue Data Catalog. It may be ported to other Hive Metastore-compatible platforms such as other Hadoop and Apache Spark distributions"
"aws-crypto-policy-compliance-checker","https://github.com/awslabs/aws-crypto-policy-compliance-checker",9,"A CheckerFramework plugin to detect the use of weak algorithms with the Java crypto API."
"datawig-sagemaker","https://github.com/awslabs/datawig-sagemaker",10,"Wraps https://github.com/awslabs/datawig into a SageMaker Docker container."
"aws-video-transcriber","https://github.com/awslabs/aws-video-transcriber",178,"This solution provides a serverless single page web application and set of supporting Amazon API Gateway end points and AWS Lambda functions which allow users to upload videos into S3 and compute and edit closed captions. AWS services used: Amazon S3, Amazon Elastic Transcoder, Amazon Transcribe, Amazon API Gateway, AWS Lambda and Amazon DynamoDB."
"data-classification-checker","https://github.com/awslabs/data-classification-checker",9,"Type system to detect accidental logging and inappropriate use of critical data in Java applications."
"aws-c-cal","https://github.com/awslabs/aws-c-cal",42,"Aws Crypto Abstraction Layer: Cross-Platform, C99 wrapper for cryptography primitives."
"amazon-managed-blockchain-client-templates","https://github.com/awslabs/amazon-managed-blockchain-client-templates",47,"AWS CloudFormation templates to provision Amazon EC2 instances and install and configure clients for use with blockchain frameworks in Amazon Managed Blockchain"
"container-content-ideas-for-aws","https://github.com/awslabs/container-content-ideas-for-aws",43,"A list of ideas for content that AWS should develop about running containers on AWS."
"ec2-spot-workshops","https://github.com/awslabs/ec2-spot-workshops",188,"Collection of workshops to demonstrate best practices in using Amazon EC2 Spot Instances. https://aws.amazon.com/ec2/spot/"
".github","https://github.com/awslabs/.github",4,""
"aws-deployment-framework","https://github.com/awslabs/aws-deployment-framework",693,"The AWS Deployment Framework (ADF) is an extensive and flexible framework to manage and deploy resources across multiple AWS accounts and regions based on AWS Organizations."
"aws-track-and-trace","https://github.com/awslabs/aws-track-and-trace",6,"Sample Track and Trace project to help you track your moving assets and receive alerts of their status."
"amplify-video","https://github.com/awslabs/amplify-video",268,"An open source Category Plugin for the AWS Amplify-CLI that makes it easy to deploy live and file based streaming video services and integrate them into your Amplify applications."
"handwritten-text-recognition-for-apache-mxnet","https://github.com/awslabs/handwritten-text-recognition-for-apache-mxnet",520,"This repository lets you train neural networks models for performing end-to-end full-page handwriting recognition using the Apache MXNet deep learning frameworks on the IAM Dataset."
"aws-config-resource-schema","https://github.com/awslabs/aws-config-resource-schema",259,"AWS Config resource schema define the properties and types of AWS Config resource configuration items (CIs). Resource CI schema are used by developers when performing advanced resource queries and when processing CI data."
"aws-cloudformation-template-formatter","https://github.com/awslabs/aws-cloudformation-template-formatter",159,"cfn-format is a command line tool and Go library that pretty-prints CloudFormation, adhering to the standards used in AWS documentation."
"aws-cloudformation-template-builder","https://github.com/awslabs/aws-cloudformation-template-builder",135,"aws-cloudformation-template-builder contains cfn-skeleton is a command line tool and Go library that consumes the published CloudFormation specification and generates skeleton CloudFormation templates with mandatory and optional parameters of chosen resource types prefilled with placeholder values."
"amazon-ecs-local-container-endpoints","https://github.com/awslabs/amazon-ecs-local-container-endpoints",514,"A container that provides local versions of the ECS Task Metadata Endpoint and ECS Task IAM Roles Endpoint. "
"amazon-sagemaker-mlops-workshop","https://github.com/awslabs/amazon-sagemaker-mlops-workshop",332,"Machine Learning Ops Workshop with SageMaker: lab guides and materials."
"amplify-mobilehub-migrator","https://github.com/awslabs/amplify-mobilehub-migrator",12,"A plugin to migrate existing AWS Mobile Hub projects to be used with the Amplify CLI"
"amazon-apigateway-ingress-controller","https://github.com/awslabs/amazon-apigateway-ingress-controller",113,"A Kubernetes controller for managing Amazon API Gateways"
"aws-vpn-controller","https://github.com/awslabs/aws-vpn-controller",30,"The AWS VPN Controller allows you to create and delete AWS VPNs and connect them to your VPCs using Kubernetes Custom Resource Definitions."
"aws-c-auth","https://github.com/awslabs/aws-c-auth",57,"C99 library implementation of AWS client-side authentication: standard credentials providers and signing."
"aws-crt-dotnet","https://github.com/awslabs/aws-crt-dotnet",11,".NET bindings for the AWS Common Runtime"
"amazon-documentdb-tools","https://github.com/awslabs/amazon-documentdb-tools",149,"Tools for use with the Amazon DocumentDB managed document database service."
"aws-tools-for-vmware","https://github.com/awslabs/aws-tools-for-vmware",6,"Tools and sample code for VMware Cloud on AWS."
"aws-service-catalog-puppet","https://github.com/awslabs/aws-service-catalog-puppet",80,"This is a framework where you list your AWS accounts with tags and your AWS Service Catalog products with tags or target accounts. The framework works through your lists, dedupes and spots collisions and then provisions the products into your AWS accounts for you. It handles the Portfolio sharing, its acceptance and can provision products cross account and cross region."
"aws-service-catalog-factory","https://github.com/awslabs/aws-service-catalog-factory",136,"This is a framework where you define a Service Catalog portfolio, products and versions using YAML. For versions of your products you specify where the source code for them can be found and the framework publishes the portfolio, products and versions in every* AWS Region after validating, linting and testing them."
"joint_biased_embeddings","https://github.com/awslabs/joint_biased_embeddings",4,"joint_based_embeddings is code for training Knowledge Graphs embeddings."
"aws-icons-for-plantuml","https://github.com/awslabs/aws-icons-for-plantuml",1034,"PlantUML sprites, macros, and other includes for Amazon Web Services services and resources"
"aws-streaming-media-analytics","https://github.com/awslabs/aws-streaming-media-analytics",39,"AWS Streaming Media Analytics is a serverless end-to-end solution for analyzing the video streaming experience"
"aws-iot-client","https://github.com/awslabs/aws-iot-client",16,"A command-line tool that automates several common multi-step operations in the IoT and related services."
"aws-encryption-sdk-specification","https://github.com/awslabs/aws-encryption-sdk-specification",33,"AWS Encryption SDK Specification"
"aws-reserved-instance-expiration-notification","https://github.com/awslabs/aws-reserved-instance-expiration-notification",22," Python SAM Lambda module for sending email about AWS Reserved Instance whose contract is expiring within the specified days"
"gluonts","https://github.com/awslabs/gluonts",5080,"Probabilistic time series modeling in Python"
"aws-service-catalog-products","https://github.com/awslabs/aws-service-catalog-products",164,"This repository contains a number of CloudFormation templates which can be used independently or as Products with AWS Service Catalog including the Open Source Tools AWS Service Catalog Factory and AWS Service Catalog Puppet. The templates include a number of the foundational AWS Services you may choose to manage Account Compliance including AWS Config, AWS CloudTrail and GuardDuty"
"or-rl-benchmarks","https://github.com/awslabs/or-rl-benchmarks",85,"The source code for the paper: 'ORL: Reinforcement Learning Benchmarks for Online Stochastic Optimization Problems'"
"aws-event-bucket-throttle","https://github.com/awslabs/aws-event-bucket-throttle",4,"Token bucket that throttles based on key"
"aws-sync-routes","https://github.com/awslabs/aws-sync-routes",17,"Synchronizes the specified route from the main/default route table to all custom route tables in the VPC."
"text-analysis-with-amazon-opensearch-service-and-amazon-comprehend","https://github.com/awslabs/text-analysis-with-amazon-opensearch-service-and-amazon-comprehend",34,"The Text Analysis with Amazon Comprehend and Amazon OpenSearch Service solution is an automated reference implementation that deploys a cost-effective, end-to-end solution for extracting meaningful insights from unstructured data such as customer calls, support tickets, and online customer feedback."
"go-config-generator-for-fluentd-and-fluentbit","https://github.com/awslabs/go-config-generator-for-fluentd-and-fluentbit",25,"A Go Library for programmatically generating Fluentd and Fluent Bit Configuration."
"predictive-maintenance-using-machine-learning","https://github.com/awslabs/predictive-maintenance-using-machine-learning",105,"Set up end-to-end demo architecture for predictive maintenance issues with Machine Learning using Amazon SageMaker"
"adatune","https://github.com/awslabs/adatune",291,"Gradient based Hyperparameter Tuning library in PyTorch"
"predictive-user-engagement","https://github.com/awslabs/predictive-user-engagement",11,"Predictive User Engagement is a turnkey solution that enables developers to quickly and easily add personalization to web and mobile applications, utilizing real-time usage data to personalize recommendations and notifications – all without having any machine learning expertise."
"graphql-schema-utilities","https://github.com/awslabs/graphql-schema-utilities",94,"A CLI tool to merge schema files, and validate operations against the merged GraphQL Schema. With features like adding your own custom validation rules."
"aws-iot-core-websockets","https://github.com/awslabs/aws-iot-core-websockets",26,"A library that handles connecting third-party websockets based MQTT clients to AWS IoT Core."
"results-iterator-for-aws-java-sdk","https://github.com/awslabs/results-iterator-for-aws-java-sdk",9,"A library that handles iterating over results from the AWS Java SDK with minimal boilerplate"
"amazon-s3-step-functions-ingestion-orchestration","https://github.com/awslabs/amazon-s3-step-functions-ingestion-orchestration",28,"Design pattern for orchestrating an incremental data ingestion pipeline using AWS Step Functions from an on premise location into an Amazon S3 datalake bucket"
"cloud-templates-ruby-graphviz","https://github.com/awslabs/cloud-templates-ruby-graphviz",1,"GraphViz render for cloud-templates-ruby. Generates visual representation for arbitrary model."
"aws-rails-provisioner","https://github.com/awslabs/aws-rails-provisioner",199,"Define and deploy containerized Ruby on Rails Applications on AWS"
"amazon-eks-serverless-drainer","https://github.com/awslabs/amazon-eks-serverless-drainer",60,"Amazon EKS node drainer with AWS Lambda."
"ai-powered-health-data-masking","https://github.com/awslabs/ai-powered-health-data-masking",26,"A solution enabling customers to quickly deploy an architecture to identify and mask sensitive health data"
"amazon-ecs-intellisense-schema","https://github.com/awslabs/amazon-ecs-intellisense-schema",19,"Generates a JSON schema file that provides intellisense (documentation lookup, code completion,  and syntax validation) for ECS task definition parameters."
"aws-multi-account-viewer","https://github.com/awslabs/aws-multi-account-viewer",110,"Serverless app designed for any customer with two or more accounts to view resources across accounts/regions in simple single pane of glass website"
"aws-academy-educator-toolkit","https://github.com/awslabs/aws-academy-educator-toolkit",27,"AWS Academy Extras provides tools and content to AWS Academy Educators such as grading scripts, cloud formation lab templates, or custom student labs for collaboration to other AWS Academy Educators."
"aws-clustered-video-streams","https://github.com/awslabs/aws-clustered-video-streams",42,"A clustered video stream is an AWS architecture that increases the quality and reliability of live events by providing seamless regional failover capabilities for live video steams.  Operators can monitor the status of the clustered stream from a single pane of glass and dynamically control from which region the stream consumed by a player originates."
"amazon-kinesis-video-streams-webrtc-sdk-c","https://github.com/awslabs/amazon-kinesis-video-streams-webrtc-sdk-c",1151,"Amazon Kinesis Video Streams Webrtc SDK is for developers to install and customize realtime communication between devices and enable secure streaming of video, audio to Kinesis Video Streams."
"aws-sam-codepipeline-cd","https://github.com/awslabs/aws-sam-codepipeline-cd",89,"A serverless app that sets up an AWS CodePipeline pipeline for a given GitHub repo. This app allows people developing SAM applications to quickly get CodePipeline-based CD setup for their project."
"aws-sam-codebuild-ci","https://github.com/awslabs/aws-sam-codebuild-ci",27,"A serverless app sets up an AWS CodeBuild Project as a CI solution for a GitHub-based SAM project. This app allows people developing SAM applications to quickly get a CodeBuild-based CI setup for their project."
"disco","https://github.com/awslabs/disco",67,"A suite of tools including a framework for creating Java Agents, for aspect-oriented tooling for distributed systems."
"amazon-kinesis-video-streams-webrtc-sdk-js","https://github.com/awslabs/amazon-kinesis-video-streams-webrtc-sdk-js",314,"JS SDK for interfacing with the Amazon Kinesis Video Streams Signaling Service."
"analyze-binary-tools","https://github.com/awslabs/analyze-binary-tools",8,"Binary analysis tools and frameworks"
"secrets-manager-signature-tools","https://github.com/awslabs/secrets-manager-signature-tools",6,"A lightweight wrapper over NodeJS native crypto library for content signing and verification. This library interfaces with AWS Secrets Manager to fetch stored secrets for the signature processes to reduce boilerplate secret management in your code."
"ml-io","https://github.com/awslabs/ml-io",74,"A high performance data access library for machine learning tasks"
"scale-out-computing-on-aws","https://github.com/awslabs/scale-out-computing-on-aws",133,"Scale-Out Computing on AWS is a solution that helps customers deploy and operate a multiuser environment for computationally intensive workflows."
"aws-backup-dynamodb-rotator","https://github.com/awslabs/aws-backup-dynamodb-rotator",9,"The AWS Backup DynamoDB Rotator restores DynamoDB backups to a new timestamped table based on patterns you specify."
"aws-iot-core-accelerators","https://github.com/awslabs/aws-iot-core-accelerators",8,"Deployable solutions for AWS IoT core for common design patterns, or to address specific use-cases."
"iot-channel-using-amazon-pinpoint","https://github.com/awslabs/iot-channel-using-amazon-pinpoint",6,"AWS solution that enables customers to send Pinpoint campaigns to device as a channel leveraging the IoT message broker."
"aws-embedded-metrics-node","https://github.com/awslabs/aws-embedded-metrics-node",259,"Amazon CloudWatch Embedded Metric Format Client Library"
"aws-athena-query-federation","https://github.com/awslabs/aws-athena-query-federation",596,"The Amazon Athena Query Federation SDK allows you to customize Amazon Athena with your own data sources and code."
"amazon-qldb-driver-python","https://github.com/awslabs/amazon-qldb-driver-python",42,"A Python implementation of a driver for Amazon QLDB."
"auto-check-in-app","https://github.com/awslabs/auto-check-in-app",30,"The Auto Check-In App automatically provisions the products and services necessary to configure facial comparison and search for event check-in."
"amazon-qldb-driver-nodejs","https://github.com/awslabs/amazon-qldb-driver-nodejs",54,"A NodeJs implementation of a driver for Amazon QLDB."
"amazon-qldb-driver-java","https://github.com/awslabs/amazon-qldb-driver-java",13,"A Java implementation of a driver for Amazon QLDB."
"secrets-helper","https://github.com/awslabs/secrets-helper",18,"secrets-helper helps you use AWS Secrets Manager to secure the use of CLI tools"
"tough","https://github.com/awslabs/tough",215,"Rust libraries and tools for using and generating TUF repositories"
"aws-embedded-metrics-python","https://github.com/awslabs/aws-embedded-metrics-python",223,"Amazon CloudWatch Embedded Metric Format Client Library"
"aws-parallelcluster-pipeline-gatk-quick-start","https://github.com/awslabs/aws-parallelcluster-pipeline-gatk-quick-start",15,""
"amazon-asdi","https://github.com/awslabs/amazon-asdi",85,"Docs and supporting material for the Amazon Sustainability Data Initiative."
"aws-alb-identity-aspnetcore","https://github.com/awslabs/aws-alb-identity-aspnetcore",8,"Identity Middleware for ASP.NET Core web applications running behind an Application Load Balancer (ALB) configured with the OpenID Connect authentication feature."
"unicornflix","https://github.com/awslabs/unicornflix",205,"Learn how to manage, process, host, and authorize access to streaming video content by building UnicornFlix"
"amazon-kinesis-video-streams-webrtc-sdk-android","https://github.com/awslabs/amazon-kinesis-video-streams-webrtc-sdk-android",64,"Android SDK for interfacing with  Amazon Kinesis Video Streams Signaling Service."
"amazon-kinesis-video-streams-webrtc-sdk-ios","https://github.com/awslabs/amazon-kinesis-video-streams-webrtc-sdk-ios",72,"iOS SDK for interfacing with the Amazon Kinesis Video Streams Signaling Service."
"cognito-at-edge","https://github.com/awslabs/cognito-at-edge",224,"Serverless authentication solution to protect your website or Amplify application"
"fluent-golang-io-writer","https://github.com/awslabs/fluent-golang-io-writer",13,"A Golang Library that wraps the fluent logger Golang and implements io.Writer. Easy logging to Fluentd/Bit with standard loggers."
"sagemaker-debugger-rulesconfig","https://github.com/awslabs/sagemaker-debugger-rulesconfig",8,""
